panel,row,column,age,year,red,green,blue
3,78,1,98,1955,255,255,255
3,78,2,98,1956,255,255,255
3,78,3,98,1957,255,255,255
3,78,4,98,1958,255,255,255
3,78,5,98,1959,255,255,255
3,78,6,98,1960,255,255,255
3,78,7,98,1961,255,255,255
3,78,8,98,1962,255,255,255
3,78,9,98,1963,255,255,255
3,78,10,98,1964,255,255,255
3,78,11,98,1965,255,255,255
3,78,12,98,1966,255,255,255
3,78,13,98,1967,255,255,255
3,78,14,98,1968,255,255,255
3,78,15,98,1969,255,255,255
3,78,16,98,1970,255,255,255
3,78,17,98,1971,255,255,255
3,78,18,98,1972,255,255,255
3,78,19,98,1973,255,255,255
3,78,20,98,1974,255,255,255
3,78,21,98,1975,255,255,255
3,78,22,98,1976,255,255,255
3,78,23,98,1977,255,255,255
3,78,24,98,1978,255,255,255
3,78,25,98,1979,255,255,255
3,78,26,98,1980,255,255,255
3,78,27,98,1981,255,255,255
3,78,28,98,1982,255,255,255
3,78,29,98,1983,255,255,255
3,78,30,98,1984,255,255,255
3,78,31,98,1985,255,255,255
3,78,32,98,1986,255,255,255
3,78,33,98,1987,255,255,255
3,78,34,98,1988,255,255,255
3,78,35,98,1989,255,255,255
3,78,36,98,1990,255,255,255
3,78,37,98,1991,255,255,255
3,78,38,98,1992,255,255,255
3,78,39,98,1993,255,255,255
3,78,40,98,1994,255,255,255
3,78,41,98,1995,255,255,255
3,78,42,98,1996,255,255,255
3,78,43,98,1997,255,255,255
3,78,44,98,1998,255,255,255
3,78,45,98,1999,255,255,255
3,78,46,98,2000,255,255,255
3,78,47,98,2001,255,255,255
3,78,48,98,2002,255,255,255
3,78,49,98,2003,255,255,255
3,78,50,98,2004,255,255,255
3,78,51,98,2005,255,255,255
3,78,52,98,2006,255,255,255
3,78,53,98,2007,255,255,255
3,78,54,98,2008,255,255,255
3,78,55,98,2009,255,255,255
3,78,56,98,2010,255,255,255
3,78,57,98,2011,255,255,255
3,78,58,98,2012,255,255,255
3,78,59,98,2013,255,255,255
3,78,60,98,2014,255,255,255
3,78,61,98,2015,255,255,255
3,78,62,98,2016,255,255,255
3,78,63,98,2017,255,255,255
3,78,64,98,2018,255,255,255
3,78,65,98,2019,255,255,255
3,78,66,98,2020,255,255,255
3,78,67,98,2021,255,255,255
3,78,68,98,2022,251,251,251
3,79,0,99,1954,29,29,29
3,79,1,99,1955,30,30,30
3,79,2,99,1956,30,30,30
3,79,3,99,1957,30,30,30
3,79,4,99,1958,29,29,29
3,79,5,99,1959,32,32,32
3,79,6,99,1960,26,26,26
3,79,7,99,1961,30,30,30
3,79,8,99,1962,30,30,30
3,79,9,99,1963,29,29,29
3,79,10,99,1964,30,30,30
3,79,11,99,1965,30,30,30
3,79,12,99,1966,30,30,30
3,79,13,99,1967,30,30,30
3,79,14,99,1968,30,30,30
3,79,15,99,1969,30,30,30
3,79,16,99,1970,29,29,29
3,79,17,99,1971,30,30,30
3,79,18,99,1972,29,29,29
3,79,19,99,1973,30,30,30
3,79,20,99,1974,30,30,30
3,79,21,99,1975,29,29,29
3,79,22,99,1976,30,30,30
3,79,23,99,1977,29,29,29
3,79,24,99,1978,30,30,30
3,79,25,99,1979,33,33,33
3,79,26,99,1980,31,31,31
3,79,27,99,1981,30,30,30
3,79,28,99,1982,30,30,30
3,79,29,99,1983,30,30,30
3,79,30,99,1984,30,30,30
3,79,31,99,1985,30,30,30
3,79,32,99,1986,30,30,30
3,79,33,99,1987,30,30,30
3,79,34,99,1988,30,30,30
3,79,35,99,1989,29,29,29
3,79,36,99,1990,29,29,29
3,79,37,99,1991,30,30,30
3,79,38,99,1992,30,30,30
3,79,39,99,1993,30,30,30
3,79,40,99,1994,30,30,30
3,79,41,99,1995,30,30,30
3,79,42,99,1996,30,30,30
3,79,43,99,1997,30,30,30
3,79,44,99,1998,30,30,30
3,79,45,99,1999,30,30,30
3,79,46,99,2000,28,28,28
3,79,47,99,2001,29,29,29
3,79,48,99,2002,30,30,30
3,79,49,99,2003,30,30,30
3,79,50,99,2004,29,29,29
3,79,51,99,2005,29,29,29
3,79,52,99,2006,30,30,30
3,79,53,99,2007,30,30,30
3,79,54,99,2008,29,29,29
3,79,55,99,2009,30,30,30
3,79,56,99,2010,30,30,30
3,79,57,99,2011,30,30,30
3,79,58,99,2012,29,29,29
3,79,59,99,2013,30,30,30
3,79,60,99,2014,30,30,30
3,79,61,99,2015,29,29,29
3,79,62,99,2016,29,29,29
3,79,63,99,2017,29,29,29
3,79,64,99,2018,29,29,29
3,79,65,99,2019,30,30,30
3,79,66,99,2020,23,23,23
3,79,67,99,2021,28,28,28
3,79,68,99,2022,27,27,27
4,0,0,20,1954,74,74,74
4,0,1,20,1955,76,76,76
4,0,2,20,1956,99,99,99
4,0,3,20,1957,95,95,95
4,0,4,20,1958,98,98,98
4,0,5,20,1959,97,97,97
4,0,6,20,1960,75,75,75
4,0,7,20,1961,99,99,99
4,0,8,20,1962,98,98,98
4,0,9,20,1963,95,95,95
4,0,10,20,1964,76,76,76
4,0,11,20,1965,99,99,99
4,0,12,20,1966,97,97,97
4,0,13,20,1967,76,76,76
4,0,14,20,1968,98,98,98
4,0,15,20,1969,98,98,98
4,0,16,20,1970,74,74,74
4,0,17,20,1971,75,75,75
4,0,18,20,1972,95,95,95
4,0,19,20,1973,96,96,96
4,0,20,20,1974,71,71,71
4,0,21,20,1975,71,71,71
4,0,22,20,1976,77,77,77
4,0,23,20,1977,73,73,73
4,0,24,20,1978,77,77,77
4,0,25,20,1979,68,68,68
4,0,26,20,1980,96,96,96
4,0,27,20,1981,98,98,98
4,0,28,20,1982,101,101,101
4,0,29,20,1983,95,95,95
4,0,30,20,1984,75,75,75
4,0,31,20,1985,93,93,93
4,0,32,20,1986,78,78,78
4,0,33,20,1987,100,100,100
4,0,34,20,1988,99,99,99
4,0,35,20,1989,97,97,97
4,0,36,20,1990,94,94,94
4,0,37,20,1991,104,104,104
4,0,38,20,1992,99,99,99
4,0,39,20,1993,100,100,100
4,0,40,20,1994,104,104,104
4,0,41,20,1995,78,78,78
4,0,42,20,1996,80,80,80
4,0,43,20,1997,79,79,79
4,0,44,20,1998,73,73,73
4,0,45,20,1999,93,93,93
4,0,46,20,2000,98,98,98
4,0,47,20,2001,134,134,134
4,0,48,20,2002,90,90,90
4,0,49,20,2003,112,112,112
4,0,50,20,2004,122,122,122
4,0,51,20,2005,87,87,87
4,0,52,20,2006,137,137,137
4,0,53,20,2007,74,74,74
4,0,54,20,2008,119,119,119
4,0,55,20,2009,69,69,69
4,0,56,20,2010,83,83,83
4,0,57,20,2011,100,100,100
4,0,58,20,2012,77,77,77
4,0,59,20,2013,118,118,118
4,0,60,20,2014,72,72,72
4,0,61,20,2015,75,75,75
4,0,62,20,2016,106,106,106
4,0,63,20,2017,76,76,76
4,0,64,20,2018,76,76,76
4,0,65,20,2019,74,74,74
4,0,66,20,2020,101,101,101
4,0,67,20,2021,80,80,80
4,0,68,20,2022,98,98,98
4,1,0,21,1954,143,143,143
4,1,1,21,1955,129,129,129
4,1,2,21,1956,82,82,82
4,1,3,21,1957,77,77,77
4,1,4,21,1958,115,115,115
4,1,5,21,1959,113,113,113
4,1,6,21,1960,71,71,71
4,1,7,21,1961,134,134,134
4,1,8,21,1962,57,57,57
4,1,9,21,1963,122,122,122
4,1,10,21,1964,114,114,114
4,1,11,21,1965,89,89,89
4,1,12,21,1966,53,53,53
4,1,13,21,1967,123,123,123
4,1,14,21,1968,89,89,89
4,1,15,21,1969,54,54,54
4,1,16,21,1970,70,70,70
4,1,17,21,1971,87,87,87
4,1,18,21,1972,117,117,117
4,1,19,21,1973,59,59,59
4,1,20,21,1974,20,20,20
4,1,21,21,1975,111,111,111
4,1,22,21,1976,98,98,98
4,1,23,21,1977,57,57,57
4,1,24,21,1978,100,100,100
4,1,25,21,1979,108,108,108
4,1,26,21,1980,127,127,127
4,1,27,21,1981,84,84,84
4,1,28,21,1982,117,117,117
4,1,29,21,1983,122,122,122
4,1,30,21,1984,72,72,72
4,1,31,21,1985,128,128,128
4,1,32,21,1986,96,96,96
4,1,33,21,1987,95,95,95
4,1,34,21,1988,95,95,95
4,1,35,21,1989,126,126,126
4,1,36,21,1990,90,90,90
4,1,37,21,1991,121,121,121
4,1,38,21,1992,113,113,113
4,1,39,21,1993,86,86,86
4,1,40,21,1994,100,100,100
4,1,41,21,1995,145,145,145
4,1,42,21,1996,127,127,127
4,1,43,21,1997,134,134,134
4,1,44,21,1998,125,125,125
4,1,45,21,1999,117,117,117
4,1,46,21,2000,68,68,68
4,1,47,21,2001,116,116,116
4,1,48,21,2002,55,55,55
4,1,49,21,2003,80,80,80
4,1,50,21,2004,132,132,132
4,1,51,21,2005,103,103,103
4,1,52,21,2006,144,144,144
4,1,53,21,2007,112,112,112
4,1,54,21,2008,123,123,123
4,1,55,21,2009,0,0,0
4,1,56,21,2010,134,134,134
4,1,57,21,2011,115,115,115
4,1,58,21,2012,98,98,98
4,1,59,21,2013,135,135,135
4,1,60,21,2014,129,129,129
4,1,61,21,2015,90,90,90
4,1,62,21,2016,77,77,77
4,1,63,21,2017,114,114,114
4,1,64,21,2018,106,106,106
4,1,65,21,2019,95,95,95
4,1,66,21,2020,129,129,129
4,1,67,21,2021,126,126,126
4,1,68,21,2022,130,130,130
4,2,0,22,1954,142,142,142
4,2,1,22,1955,164,164,164
4,2,2,22,1956,107,107,107
4,2,3,22,1957,54,54,54
4,2,4,22,1958,111,111,111
4,2,5,22,1959,121,121,121
4,2,6,22,1960,80,80,80
4,2,7,22,1961,123,123,123
4,2,8,22,1962,88,88,88
4,2,9,22,1963,117,117,117
4,2,10,22,1964,134,134,134
4,2,11,22,1965,99,99,99
4,2,12,22,1966,65,65,65
4,2,13,22,1967,115,115,115
4,2,14,22,1968,110,110,110
4,2,15,22,1969,85,85,85
4,2,16,22,1970,92,92,92
4,2,17,22,1971,82,82,82
4,2,18,22,1972,103,103,103
4,2,19,22,1973,65,65,65
4,2,20,22,1974,7,7,7
4,2,21,22,1975,105,105,105
4,2,22,22,1976,150,150,150
4,2,23,22,1977,100,100,100
4,2,24,22,1978,96,96,96
4,2,25,22,1979,84,84,84
4,2,26,22,1980,138,138,138
4,2,27,22,1981,114,114,114
4,2,28,22,1982,116,116,116
4,2,29,22,1983,131,131,131
4,2,30,22,1984,93,93,93
4,2,31,22,1985,126,126,126
4,2,32,22,1986,121,121,121
4,2,33,22,1987,117,117,117
4,2,34,22,1988,88,88,88
4,2,35,22,1989,148,148,148
4,2,36,22,1990,113,113,113
4,2,37,22,1991,120,120,120
4,2,38,22,1992,134,134,134
4,2,39,22,1993,99,99,99
4,2,40,22,1994,108,108,108
4,2,41,22,1995,135,135,135
4,2,42,22,1996,160,160,160
4,2,43,22,1997,157,157,157
4,2,44,22,1998,151,151,151
4,2,45,22,1999,164,164,164
4,2,46,22,2000,97,97,97
4,2,47,22,2001,135,135,135
4,2,48,22,2002,54,54,54
4,2,49,22,2003,76,76,76
4,2,50,22,2004,136,136,136
4,2,51,22,2005,145,145,145
4,2,52,22,2006,167,167,167
4,2,53,22,2007,124,124,124
4,2,54,22,2008,136,136,136
4,2,55,22,2009,4,4,4
4,2,56,22,2010,109,109,109
4,2,57,22,2011,122,122,122
4,2,58,22,2012,96,96,96
4,2,59,22,2013,135,135,135
4,2,60,22,2014,146,146,146
4,2,61,22,2015,146,146,146
4,2,62,22,2016,115,115,115
4,2,63,22,2017,116,116,116
4,2,64,22,2018,139,139,139
4,2,65,22,2019,112,112,112
4,2,66,22,2020,127,127,127
4,2,67,22,2021,151,151,151
4,2,68,22,2022,123,123,123
4,3,0,23,1954,150,150,150
4,3,1,23,1955,168,168,168
4,3,2,23,1956,157,157,157
4,3,3,23,1957,89,89,89
4,3,4,23,1958,139,139,139
4,3,5,23,1959,122,122,122
4,3,6,23,1960,141,141,141
4,3,7,23,1961,133,133,133
4,3,8,23,1962,110,110,110
4,3,9,23,1963,109,109,109
4,3,10,23,1964,135,135,135
4,3,11,23,1965,143,143,143
4,3,12,23,1966,111,111,111
4,3,13,23,1967,118,118,118
4,3,14,23,1968,109,109,109
4,3,15,23,1969,114,114,114
4,3,16,23,1970,66,66,66
4,3,17,23,1971,112,112,112
4,3,18,23,1972,108,108,108
4,3,19,23,1973,106,106,106
4,3,20,23,1974,15,15,15
4,3,21,23,1975,109,109,109
4,3,22,23,1976,131,131,131
4,3,23,23,1977,116,116,116
4,3,24,23,1978,108,108,108
4,3,25,23,1979,112,112,112
4,3,26,23,1980,119,119,119
4,3,27,23,1981,130,130,130
4,3,28,23,1982,132,132,132
4,3,29,23,1983,134,134,134
4,3,30,23,1984,133,133,133
4,3,31,23,1985,144,144,144
4,3,32,23,1986,149,149,149
4,3,33,23,1987,128,128,128
4,3,34,23,1988,134,134,134
4,3,35,23,1989,128,128,128
4,3,36,23,1990,136,136,136
4,3,37,23,1991,123,123,123
4,3,38,23,1992,113,113,113
4,3,39,23,1993,123,123,123
4,3,40,23,1994,122,122,122
4,3,41,23,1995,146,146,146
4,3,42,23,1996,158,158,158
4,3,43,23,1997,184,184,184
4,3,44,23,1998,173,173,173
4,3,45,23,1999,183,183,183
4,3,46,23,2000,146,146,146
4,3,47,23,2001,151,151,151
4,3,48,23,2002,55,55,55
4,3,49,23,2003,77,77,77
4,3,50,23,2004,140,140,140
4,3,51,23,2005,126,126,126
4,3,52,23,2006,182,182,182
4,3,53,23,2007,136,136,136
4,3,54,23,2008,121,121,121
4,3,55,23,2009,12,12,12
4,3,56,23,2010,135,135,135
4,3,57,23,2011,122,122,122
4,3,58,23,2012,142,142,142
4,3,59,23,2013,148,148,148
4,3,60,23,2014,142,142,142
4,3,61,23,2015,137,137,137
4,3,62,23,2016,149,149,149
4,3,63,23,2017,132,132,132
4,3,64,23,2018,138,138,138
4,3,65,23,2019,126,126,126
4,3,66,23,2020,139,139,139
4,3,67,23,2021,149,149,149
4,3,68,23,2022,162,162,162
4,4,0,24,1954,168,168,168
4,4,1,24,1955,171,171,171
4,4,2,24,1956,159,159,159
4,4,3,24,1957,157,157,157
4,4,4,24,1958,152,152,152
4,4,5,24,1959,146,146,146
4,4,6,24,1960,141,141,141
4,4,7,24,1961,143,143,143
4,4,8,24,1962,115,115,115
4,4,9,24,1963,112,112,112
4,4,10,24,1964,149,149,149
4,4,11,24,1965,145,145,145
4,4,12,24,1966,133,133,133
4,4,13,24,1967,133,133,133
4,4,14,24,1968,107,107,107
4,4,15,24,1969,86,86,86
4,4,16,24,1970,80,80,80
4,4,17,24,1971,88,88,88
4,4,18,24,1972,104,104,104
4,4,19,24,1973,80,80,80
4,4,20,24,1974,26,26,26
4,4,21,24,1975,107,107,107
4,4,22,24,1976,133,133,133
4,4,23,24,1977,117,117,117
4,4,24,24,1978,123,123,123
4,4,25,24,1979,120,120,120
4,4,26,24,1980,115,115,115
4,4,27,24,1981,111,111,111
4,4,28,24,1982,146,146,146
4,4,29,24,1983,148,148,148
4,4,30,24,1984,134,134,134
4,4,31,24,1985,157,157,157
4,4,32,24,1986,146,146,146
4,4,33,24,1987,149,149,149
4,4,34,24,1988,160,160,160
4,4,35,24,1989,145,145,145
4,4,36,24,1990,108,108,108
4,4,37,24,1991,153,153,153
4,4,38,24,1992,152,152,152
4,4,39,24,1993,120,120,120
4,4,40,24,1994,143,143,143
4,4,41,24,1995,159,159,159
4,4,42,24,1996,162,162,162
4,4,43,24,1997,181,181,181
4,4,44,24,1998,194,194,194
4,4,45,24,1999,197,197,197
4,4,46,24,2000,149,149,149
4,4,47,24,2001,143,143,143
4,4,48,24,2002,57,57,57
4,4,49,24,2003,97,97,97
4,4,50,24,2004,156,156,156
4,4,51,24,2005,146,146,146
4,4,52,24,2006,168,168,168
4,4,53,24,2007,157,157,157
4,4,54,24,2008,154,154,154
4,4,55,24,2009,33,33,33
4,4,56,24,2010,135,135,135
4,4,57,24,2011,122,122,122
4,4,58,24,2012,124,124,124
4,4,59,24,2013,154,154,154
4,4,60,24,2014,157,157,157
4,4,61,24,2015,155,155,155
4,4,62,24,2016,161,161,161
4,4,63,24,2017,161,161,161
4,4,64,24,2018,151,151,151
4,4,65,24,2019,128,128,128
4,4,66,24,2020,129,129,129
4,4,67,24,2021,157,157,157
4,4,68,24,2022,165,165,165
4,5,0,25,1954,180,180,180
4,5,1,25,1955,183,183,183
4,5,2,25,1956,176,176,176
4,5,3,25,1957,139,139,139
4,5,4,25,1958,168,168,168
4,5,5,25,1959,142,142,142
4,5,6,25,1960,142,142,142
4,5,7,25,1961,146,146,146
4,5,8,25,1962,133,133,133
4,5,9,25,1963,141,141,141
4,5,10,25,1964,151,151,151
4,5,11,25,1965,159,159,159
4,5,12,25,1966,133,133,133
4,5,13,25,1967,150,150,150
4,5,14,25,1968,119,119,119
4,5,15,25,1969,108,108,108
4,5,16,25,1970,88,88,88
4,5,17,25,1971,126,126,126
4,5,18,25,1972,131,131,131
4,5,19,25,1973,82,82,82
4,5,20,25,1974,28,28,28
4,5,21,25,1975,111,111,111
4,5,22,25,1976,133,133,133
4,5,23,25,1977,119,119,119
4,5,24,25,1978,141,141,141
4,5,25,25,1979,152,152,152
4,5,26,25,1980,147,147,147
4,5,27,25,1981,113,113,113
4,5,28,25,1982,149,149,149
4,5,29,25,1983,161,161,161
4,5,30,25,1984,127,127,127
4,5,31,25,1985,137,137,137
4,5,32,25,1986,156,156,156
4,5,33,25,1987,144,144,144
4,5,34,25,1988,156,156,156
4,5,35,25,1989,178,178,178
4,5,36,25,1990,122,122,122
4,5,37,25,1991,160,160,160
4,5,38,25,1992,167,167,167
4,5,39,25,1993,161,161,161
4,5,40,25,1994,142,142,142
4,5,41,25,1995,172,172,172
4,5,42,25,1996,168,168,168
4,5,43,25,1997,184,184,184
4,5,44,25,1998,192,192,192
4,5,45,25,1999,211,211,211
4,5,46,25,2000,168,168,168
4,5,47,25,2001,189,189,189
4,5,48,25,2002,103,103,103
4,5,49,25,2003,121,121,121
4,5,50,25,2004,139,139,139
4,5,51,25,2005,126,126,126
4,5,52,25,2006,169,169,169
4,5,53,25,2007,156,156,156
4,5,54,25,2008,170,170,170
4,5,55,25,2009,57,57,57
4,5,56,25,2010,112,112,112
4,5,57,25,2011,123,123,123
4,5,58,25,2012,126,126,126
4,5,59,25,2013,149,149,149
4,5,60,25,2014,173,173,173
4,5,61,25,2015,147,147,147
4,5,62,25,2016,161,161,161
4,5,63,25,2017,173,173,173
4,5,64,25,2018,170,170,170
4,5,65,25,2019,144,144,144
4,5,66,25,2020,132,132,132
4,5,67,25,2021,169,169,169
4,5,68,25,2022,176,176,176
4,6,0,26,1954,189,189,189
4,6,1,26,1955,199,199,199
4,6,2,26,1956,170,170,170
4,6,3,26,1957,146,146,146
4,6,4,26,1958,165,165,165
4,6,5,26,1959,175,175,175
4,6,6,26,1960,147,147,147
4,6,7,26,1961,168,168,168
4,6,8,26,1962,133,133,133
4,6,9,26,1963,147,147,147
4,6,10,26,1964,154,154,154
4,6,11,26,1965,158,158,158
4,6,12,26,1966,148,148,148
4,6,13,26,1967,153,153,153
4,6,14,26,1968,160,160,160
4,6,15,26,1969,123,123,123
4,6,16,26,1970,111,111,111
4,6,17,26,1971,128,128,128
4,6,18,26,1972,143,143,143
4,6,19,26,1973,82,82,82
4,6,20,26,1974,28,28,28
4,6,21,26,1975,137,137,137
4,6,22,26,1976,134,134,134
4,6,23,26,1977,119,119,119
4,6,24,26,1978,145,145,145
4,6,25,26,1979,153,153,153
4,6,26,26,1980,172,172,172
4,6,27,26,1981,143,143,143
4,6,28,26,1982,148,148,148
4,6,29,26,1983,163,163,163
4,6,30,26,1984,140,140,140
4,6,31,26,1985,166,166,166
4,6,32,26,1986,155,155,155
4,6,33,26,1987,175,175,175
4,6,34,26,1988,175,175,175
4,6,35,26,1989,178,178,178
4,6,36,26,1990,174,174,174
4,6,37,26,1991,173,173,173
4,6,38,26,1992,168,168,168
4,6,39,26,1993,172,172,172
4,6,40,26,1994,163,163,163
4,6,41,26,1995,171,171,171
4,6,42,26,1996,190,190,190
4,6,43,26,1997,192,192,192
4,6,44,26,1998,198,198,198
4,6,45,26,1999,211,211,211
4,6,46,26,2000,205,205,205
4,6,47,26,2001,205,205,205
4,6,48,26,2002,115,115,115
4,6,49,26,2003,133,133,133
4,6,50,26,2004,131,131,131
4,6,51,26,2005,129,129,129
4,6,52,26,2006,186,186,186
4,6,53,26,2007,154,154,154
4,6,54,26,2008,152,152,152
4,6,55,26,2009,66,66,66
4,6,56,26,2010,135,135,135
4,6,57,26,2011,123,123,123
4,6,58,26,2012,146,146,146
4,6,59,26,2013,152,152,152
4,6,60,26,2014,160,160,160
4,6,61,26,2015,184,184,184
4,6,62,26,2016,151,151,151
4,6,63,26,2017,154,154,154
4,6,64,26,2018,167,167,167
4,6,65,26,2019,167,167,167
4,6,66,26,2020,164,164,164
4,6,67,26,2021,168,168,168
4,6,68,26,2022,182,182,182
4,7,0,27,1954,169,169,169
4,7,1,27,1955,202,202,202
4,7,2,27,1956,191,191,191
4,7,3,27,1957,157,157,157
4,7,4,27,1958,186,186,186
4,7,5,27,1959,171,171,171
4,7,6,27,1960,183,183,183
4,7,7,27,1961,155,155,155
4,7,8,27,1962,132,132,132
4,7,9,27,1963,166,166,166
4,7,10,27,1964,178,178,178
4,7,11,27,1965,140,140,140
4,7,12,27,1966,118,118,118
4,7,13,27,1967,158,158,158
4,7,14,27,1968,141,141,141
4,7,15,27,1969,142,142,142
4,7,16,27,1970,121,121,121
4,7,17,27,1971,119,119,119
4,7,18,27,1972,115,115,115
4,7,19,27,1973,117,117,117
4,7,20,27,1974,37,37,37
4,7,21,27,1975,131,131,131
4,7,22,27,1976,130,130,130
4,7,23,27,1977,118,118,118
4,7,24,27,1978,141,141,141
4,7,25,27,1979,155,155,155
4,7,26,27,1980,174,174,174
4,7,27,27,1981,166,166,166
4,7,28,27,1982,154,154,154
4,7,29,27,1983,162,162,162
4,7,30,27,1984,163,163,163
4,7,31,27,1985,181,181,181
4,7,32,27,1986,170,170,170
4,7,33,27,1987,155,155,155
4,7,34,27,1988,168,168,168
4,7,35,27,1989,174,174,174
4,7,36,27,1990,171,171,171
4,7,37,27,1991,187,187,187
4,7,38,27,1992,179,179,179
4,7,39,27,1993,152,152,152
4,7,40,27,1994,157,157,157
4,7,41,27,1995,184,184,184
4,7,42,27,1996,183,183,183
4,7,43,27,1997,191,191,191
4,7,44,27,1998,204,204,204
4,7,45,27,1999,203,203,203
4,7,46,27,2000,203,203,203
4,7,47,27,2001,217,217,217
4,7,48,27,2002,156,156,156
4,7,49,27,2003,168,168,168
4,7,50,27,2004,137,137,137
4,7,51,27,2005,131,131,131
4,7,52,27,2006,166,166,166
4,7,53,27,2007,133,133,133
4,7,54,27,2008,153,153,153
4,7,55,27,2009,67,67,67
4,7,56,27,2010,111,111,111
4,7,57,27,2011,142,142,142
4,7,58,27,2012,122,122,122
4,7,59,27,2013,153,153,153
4,7,60,27,2014,176,176,176
4,7,61,27,2015,182,182,182
4,7,62,27,2016,187,187,187
4,7,63,27,2017,181,181,181
4,7,64,27,2018,187,187,187
4,7,65,27,2019,177,177,177
4,7,66,27,2020,183,183,183
4,7,67,27,2021,181,181,181
4,7,68,27,2022,167,167,167
4,8,0,28,1954,168,168,168
4,8,1,28,1955,187,187,187
4,8,2,28,1956,203,203,203
4,8,3,28,1957,190,190,190
4,8,4,28,1958,195,195,195
4,8,5,28,1959,176,176,176
4,8,6,28,1960,168,168,168
4,8,7,28,1961,197,197,197
4,8,8,28,1962,147,147,147
4,8,9,28,1963,166,166,166
4,8,10,28,1964,160,160,160
4,8,11,28,1965,167,167,167
4,8,12,28,1966,151,151,151
4,8,13,28,1967,157,157,157
4,8,14,28,1968,170,170,170
4,8,15,28,1969,143,143,143
4,8,16,28,1970,142,142,142
4,8,17,28,1971,135,135,135
4,8,18,28,1972,118,118,118
4,8,19,28,1973,91,91,91
4,8,20,28,1974,37,37,37
4,8,21,28,1975,135,135,135
4,8,22,28,1976,130,130,130
4,8,23,28,1977,118,118,118
4,8,24,28,1978,126,126,126
4,8,25,28,1979,150,150,150
4,8,26,28,1980,171,171,171
4,8,27,28,1981,167,167,167
4,8,28,28,1982,182,182,182
4,8,29,28,1983,167,167,167
4,8,30,28,1984,167,167,167
4,8,31,28,1985,162,162,162
4,8,32,28,1986,189,189,189
4,8,33,28,1987,185,185,185
4,8,34,28,1988,167,167,167
4,8,35,28,1989,186,186,186
4,8,36,28,1990,167,167,167
4,8,37,28,1991,188,188,188
4,8,38,28,1992,195,195,195
4,8,39,28,1993,168,168,168
4,8,40,28,1994,159,159,159
4,8,41,28,1995,192,192,192
4,8,42,28,1996,194,194,194
4,8,43,28,1997,191,191,191
4,8,44,28,1998,212,212,212
4,8,45,28,1999,209,209,209
4,8,46,28,2000,193,193,193
4,8,47,28,2001,208,208,208
4,8,48,28,2002,165,165,165
4,8,49,28,2003,189,189,189
4,8,50,28,2004,150,150,150
4,8,51,28,2005,149,149,149
4,8,52,28,2006,168,168,168
4,8,53,28,2007,156,156,156
4,8,54,28,2008,169,169,169
4,8,55,28,2009,89,89,89
4,8,56,28,2010,112,112,112
4,8,57,28,2011,144,144,144
4,8,58,28,2012,125,125,125
4,8,59,28,2013,151,151,151
4,8,60,28,2014,158,158,158
4,8,61,28,2015,166,166,166
4,8,62,28,2016,170,170,170
4,8,63,28,2017,195,195,195
4,8,64,28,2018,191,191,191
4,8,65,28,2019,176,176,176
4,8,66,28,2020,191,191,191
4,8,67,28,2021,195,195,195
4,8,68,28,2022,193,193,193
4,9,0,29,1954,187,187,187
4,9,1,29,1955,189,189,189
4,9,2,29,1956,189,189,189
4,9,3,29,1957,180,180,180
4,9,4,29,1958,206,206,206
4,9,5,29,1959,188,188,188
4,9,6,29,1960,176,176,176
4,9,7,29,1961,187,187,187
4,9,8,29,1962,191,191,191
4,9,9,29,1963,177,177,177
4,9,10,29,1964,176,176,176
4,9,11,29,1965,168,168,168
4,9,12,29,1966,172,172,172
4,9,13,29,1967,144,144,144
4,9,14,29,1968,170,170,170
4,9,15,29,1969,154,154,154
4,9,16,29,1970,141,141,141
4,9,17,29,1971,153,153,153
4,9,18,29,1972,130,130,130
4,9,19,29,1973,95,95,95
4,9,20,29,1974,42,42,42
4,9,21,29,1975,133,133,133
4,9,22,29,1976,132,132,132
4,9,23,29,1977,117,117,117
4,9,24,29,1978,145,145,145
4,9,25,29,1979,149,149,149
4,9,26,29,1980,154,154,154
4,9,27,29,1981,149,149,149
4,9,28,29,1982,181,181,181
4,9,29,29,1983,191,191,191
4,9,30,29,1984,171,171,171
4,9,31,29,1985,179,179,179
4,9,32,29,1986,195,195,195
4,9,33,29,1987,195,195,195
4,9,34,29,1988,193,193,193
4,9,35,29,1989,184,184,184
4,9,36,29,1990,177,177,177
4,9,37,29,1991,199,199,199
4,9,38,29,1992,195,195,195
4,9,39,29,1993,201,201,201
4,9,40,29,1994,184,184,184
4,9,41,29,1995,178,178,178
4,9,42,29,1996,191,191,191
4,9,43,29,1997,211,211,211
4,9,44,29,1998,211,211,211
4,9,45,29,1999,217,217,217
4,9,46,29,2000,195,195,195
4,9,47,29,2001,205,205,205
4,9,48,29,2002,181,181,181
4,9,49,29,2003,192,192,192
4,9,50,29,2004,189,189,189
4,9,51,29,2005,180,180,180
4,9,52,29,2006,182,182,182
4,9,53,29,2007,131,131,131
4,9,54,29,2008,170,170,170
4,9,55,29,2009,85,85,85
4,9,56,29,2010,113,113,113
4,9,57,29,2011,123,123,123
4,9,58,29,2012,145,145,145
4,9,59,29,2013,153,153,153
4,9,60,29,2014,158,158,158
4,9,61,29,2015,172,172,172
4,9,62,29,2016,185,185,185
4,9,63,29,2017,181,181,181
